RT.No0	-88.000000	1.000000	-191.000000	0.000000
RT.No1	-88.000000	1.000000	-191.000000	0.000000
RT.No2	-88.000000	1.000000	-191.000000	0.000000
RT.No3	-88.000000	1.000000	-192.000000	0.000000
RT.No4	-88.000000	1.000000	-192.000000	0.000000
RT.No5	-88.000000	0.000000	-192.000000	0.000000
RT.No6	-88.000000	0.000000	-192.000000	0.000000
RT.No7	-88.000000	0.000000	-192.000000	0.000000
RT.No8	-88.000000	0.000000	-192.000000	0.000000
RT.No9	-88.000000	0.000000	-192.000000	0.000000
RT.No10	-88.000000	0.000000	-192.000000	0.000000
RT.No11	-88.000000	1.000000	-192.000000	0.000000
RT.No12	-89.000000	0.000000	-192.000000	0.000000
RT.No13	-89.000000	1.000000	-192.000000	0.000000
RT.No14	-88.000000	0.000000	-192.000000	0.000000
RT.No15	-88.000000	1.000000	-192.000000	0.000000
RT.No16	-88.000000	1.000000	-192.000000	0.000000
RT.No17	-88.000000	1.000000	-192.000000	0.000000
RT.No18	-88.000000	0.000000	-192.000000	0.000000
RT.No19	-88.000000	0.000000	-192.000000	0.000000
RT.No20	-88.000000	0.000000	-192.000000	0.000000
RT.No21	-88.000000	0.000000	-192.000000	0.000000
RT.No22	-88.000000	0.000000	-192.000000	0.000000
RT.No23	-88.000000	0.000000	-192.000000	0.000000
RT.No24	-89.000000	0.000000	-192.000000	0.000000
RT.No25	-89.000000	0.000000	-192.000000	0.000000
RT.No26	-88.000000	0.000000	-192.000000	0.000000
RT.No27	-88.000000	0.000000	-192.000000	0.000000
RT.No28	-89.000000	1.000000	-192.000000	0.000000
RT.No29	-89.000000	1.000000	-192.000000	0.000000
RT.No30	-89.000000	1.000000	-192.000000	0.000000
RT.No31	-89.000000	1.000000	-193.000000	0.000000
RT.No32	-89.000000	1.000000	-192.000000	0.000000
RT.No33	-89.000000	1.000000	-192.000000	0.000000
RT.No34	-89.000000	1.000000	-192.000000	0.000000
RT.No35	-89.000000	1.000000	-192.000000	0.000000
RT.No36	-89.000000	1.000000	-192.000000	0.000000
RT.No37	-89.000000	1.000000	-192.000000	0.000000
RT.No38	-88.000000	1.000000	-192.000000	0.000000
RT.No39	-88.000000	1.000000	-192.000000	0.000000
RT.No40	-88.000000	1.000000	-192.000000	0.000000
RT.No41	-88.000000	1.000000	-192.000000	0.000000
RT.No42	-88.000000	1.000000	-192.000000	0.000000
RT.No43	-88.000000	2.000000	-192.000000	0.000000
RT.No44	-88.000000	2.000000	-192.000000	0.000000
RT.No45	-88.000000	2.000000	-192.000000	0.000000
RT.No46	-88.000000	2.000000	-192.000000	0.000000
RT.No47	-88.000000	2.000000	-192.000000	0.000000
RT.No48	-88.000000	2.000000	-192.000000	0.000000
RT.No49	-88.000000	3.000000	-192.000000	0.000000
RT.No50	-88.000000	3.000000	-192.000000	0.000000
RT.No51	-88.000000	3.000000	-192.000000	0.000000
RT.No52	-88.000000	3.000000	-192.000000	0.000000
RT.No53	-88.000000	3.000000	-192.000000	0.000000
RT.No54	-88.000000	3.000000	-192.000000	0.000000
RT.No55	-88.000000	3.000000	-192.000000	0.000000
RT.No56	-89.000000	3.000000	-192.000000	0.000000
RT.No57	-89.000000	3.000000	-192.000000	0.000000
RT.No58	-89.000000	2.000000	-192.000000	0.000000
RT.No59	-89.000000	2.000000	-192.000000	0.000000
RT.No60	-89.000000	2.000000	-192.000000	0.000000
RT.No61	-89.000000	2.000000	-192.000000	0.000000
RT.No62	-89.000000	2.000000	-192.000000	0.000000
RT.No63	-89.000000	2.000000	-191.000000	0.000000
RT.No64	-89.000000	2.000000	-191.000000	0.000000
RT.No65	-89.000000	2.000000	-191.000000	0.000000
RT.No66	-89.000000	2.000000	-191.000000	0.000000
RT.No67	-89.000000	2.000000	-191.000000	0.000000
RT.No68	-89.000000	3.000000	-191.000000	0.000000
RT.No69	-89.000000	3.000000	-191.000000	0.000000
RT.No70	-89.000000	3.000000	-191.000000	0.000000
RT.No71	-89.000000	2.000000	-191.000000	0.000000
RT.No72	-89.000000	2.000000	-191.000000	0.000000
RT.No73	-89.000000	2.000000	-191.000000	0.000000
RT.No74	-89.000000	2.000000	-191.000000	0.000000
RT.No75	-90.000000	2.000000	-191.000000	0.000000
RT.No76	-90.000000	2.000000	-191.000000	0.000000
RT.No77	-90.000000	2.000000	-191.000000	0.000000
RT.No78	-90.000000	2.000000	-191.000000	0.000000
RT.No79	-90.000000	2.000000	-191.000000	0.000000
RT.No80	-90.000000	2.000000	-191.000000	0.000000
RT.No81	-90.000000	2.000000	-191.000000	0.000000
RT.No82	-90.000000	2.000000	-191.000000	0.000000
RT.No83	-90.000000	2.000000	-191.000000	0.000000
RT.No84	-90.000000	2.000000	-191.000000	0.000000
RT.No85	-90.000000	2.000000	-191.000000	0.000000
RT.No86	-90.000000	2.000000	-191.000000	0.000000
RT.No87	-90.000000	2.000000	-191.000000	0.000000
RT.No88	-90.000000	2.000000	-191.000000	0.000000
RT.No89	-91.000000	2.000000	-191.000000	0.000000
RT.No90	-91.000000	2.000000	-191.000000	0.000000
RT.No91	-91.000000	2.000000	-191.000000	0.000000
RT.No92	-91.000000	2.000000	-191.000000	0.000000
RT.No93	-92.000000	2.000000	-190.000000	0.000000
RT.No94	-93.000000	2.000000	-190.000000	0.000000
RT.No95	-93.000000	2.000000	-190.000000	0.000000
RT.No96	-93.000000	2.000000	-190.000000	0.000000
RT.No97	-93.000000	2.000000	-190.000000	0.000000
RT.No98	-93.000000	2.000000	-190.000000	0.000000
